state,project_name,project_id,uei,project_description,project_type,priority_broadband_project,estimated_miles_aerial_fiber,estimated_miles_buried_fiber,estimated_jobs,estimated_subaward_date,estimated_performance_start,estimated_performance_end,intersect_tribal,tribal_consent_name,bead_support,fixed_amount_subaward,subgrantee_match,federal_match,state_match,other_match,federal_match_source,notes
NV,Kings River Ranch,CM61-BEAD-NV-HUM-0748-4,PX3CHN4WCPG3,Amazon Kuiper Commercial Services has been awarded to serve Kings River Ranch and expects to have the project completed by 1/31/2027,L,N,0.0,0.0,1,9/3/2025,10/1/2025,1/31/2027,N,,9000.0,Y,7400,,,,,
NV,Kings River Ranch,CM61-BEAD-NV-HUM-0748-0,KK9ETRLH6NR3,Humboldt Telephone has been awarded to serve Kings River Ranch and expects to have the project completed by 7/1/2028,L,Y,0.0,0.0,1,9/3/2025,10/1/2025,7/1/2028,N,,485776.61,Y,161925,,,,,
NV,Five Fingers,CM61-BEAD-NV-HUM-0749-0,PX3CHN4WCPG3,Amazon Kuiper Commercial Services has been awarded to serve Five Fingers and expects to have the project completed by 12/31/2026,L,N,0.0,0.0,1,9/3/2025,10/1/2025,12/31/2026,N,,1800.0,Y,0,,,,,
NV,Hinkey Summit,CM61-BEAD-NV-HUM-0750-0,PX3CHN4WCPG3,Amazon Kuiper Commercial Services has been awarded to serve Hinkey Summit and expects to have the project completed by 12/31/2026,L,N,0.0,0.0,1,9/3/2025,10/1/2025,12/31/2026,N,,1800.0,Y,0,,,,,
NV,Orovada,CM61-BEAD-NV-HUM-0751-0,KK9ETRLH6NR3,Humboldt Telephone has been awarded to serve Orovada and expects to have the project completed by 7/30/2028,L,Y,0.0,0.0,1,9/3/2025,10/1/2025,7/30/2028,N,,2631974.44,Y,1501886,,,,,
NV,Orovada,CM61-BEAD-NV-HUM-0751-4,PX3CHN4WCPG3,Amazon Kuiper Commercial Services has been awarded to serve Orovada and expects to have the project completed by 1/31/2027,L,N,0.0,0.0,1,9/3/2025,10/1/2025,1/31/2027,N,,13600.0,Y,27600,,,,,
NV,Paradise Well,CM61-BEAD-NV-HUM-0753-0,TH77JLEPMRA3,Hot Spot Broadband has been awarded to serve Paradise Well and expects to have the project completed by 11/30/2026,L,Y,0.0,0.0,5,9/3/2025,10/1/2025,11/30/2026,N,,4460735.0,Y,826000,,,,,
NV,Artemisia,CM61-BEAD-NV-HUM-0755-0,R2RBP98L72N7,Stimulus Technologies of Nevada LLC has been awarded to serve Artemisia and expects to have the project completed by 12/31/2028,L,Y,10.0,3.0,4,9/3/2025,10/1/2025,12/31/2028,N,,1361123.04,Y,462967,,,,,
NV,Golconda Butte,CM61-BEAD-NV-HUM-0756-0,R2RBP98L72N7,Stimulus Technologies of Nevada LLC has been awarded to serve Golconda Butte and expects to have the project completed by 12/31/2028,L,Y,11.0,4.0,2,9/3/2025,10/1/2025,12/31/2028,N,,1231474.59,Y,418868,,,,,
NV,Winnemucca Mountain South,CM61-BEAD-NV-HUM-0758-0,PX3CHN4WCPG3,Amazon Kuiper Commercial Services has been awarded to serve Winnemucca Mountain South and expects to have the project completed by 1/31/2027,L,N,0.0,0.0,1,9/3/2025,10/1/2025,1/31/2027,N,,1200.0,Y,400,,,,,
NV,Jungo,CM61-BEAD-NV-HUM-0759-0,PX3CHN4WCPG3,Amazon Kuiper Commercial Services has been awarded to serve Jungo and expects to have the project completed by 1/31/2027,L,N,0.0,0.0,2,9/3/2025,10/1/2025,1/31/2027,N,,35400.0,Y,11800,,,,,
NV,McNinch,CM61-BEAD-NV-HUM-0760-0,PX3CHN4WCPG3,Amazon Kuiper Commercial Services has been awarded to serve McNinch and expects to have the project completed by 11/30/2026,L,N,0.0,0.0,1,9/3/2025,10/1/2025,11/30/2026,N,,5400.0,Y,50452,,,,,
NV,Paradise Valley Shelton,CM61-BEAD-NV-HUM-0762-0,KK9ETRLH6NR3,Humboldt Telephone has been awarded to serve Paradise Valley Shelton and expects to have the project completed by 12/31/2026,L,N,0.0,0.0,1,9/3/2025,10/1/2025,12/31/2026,N,,0.0,Y,0,,,,,
NV,Winnemucca,CM61-BEAD-NV-HUM-0764-0,R2RBP98L72N7,Stimulus Technologies of Nevada LLC has been awarded to serve Winnemucca and expects to have the project completed by 12/31/2028,L,Y,21.0,7.0,5,9/3/2025,10/1/2025,12/31/2028,N,,2626257.04,Y,893284,,,,,
NV,Sonoma Canyon,CM61-BEAD-NV-HUM-0765-0,R2RBP98L72N7,Stimulus Technologies of Nevada LLC has been awarded to serve Sonoma Canyon and expects to have the project completed by 12/31/2028,L,Y,22.0,7.0,7,9/3/2025,10/1/2025,12/31/2028,N,,3176207.61,Y,1080342,,,,,
NV,Dun Glen Peak,CM61-BEAD-NV-HUM-0766-0,H5JUPMRB3KX6,Space Exploration Technologies Corp has been awarded to serve Dun Glen Peak and expects to have the project completed by 1/1/2026,L,N,0.0,0.0,4,9/3/2025,10/1/2025,1/1/2026,N,,66750.0,Y,0,,,,,
NV,Golconda,CM61-BEAD-NV-HUM-0777-0,R2RBP98L72N7,Stimulus Technologies of Nevada LLC has been awarded to serve Golconda and expects to have the project completed by 12/31/2028,L,Y,9.0,3.0,2,9/3/2025,10/1/2025,12/31/2028,N,,1040603.83,Y,353946,,,,,
NV,Pole Creek,CM61-BEAD-NV-HUM-0778-0,KK9ETRLH6NR3,Humboldt Telephone has been awarded to serve Pole Creek and expects to have the project completed by 11/30/2026,L,N,0.0,0.0,3,9/3/2025,10/1/2025,11/30/2026,N,,100.0,Y,150500,,,,,
NV,Anderson Gardens,CM61-BEAD-NV-HUM-0779-0,PX3CHN4WCPG3,Amazon Kuiper Commercial Services has been awarded to serve Anderson Gardens and expects to have the project completed by 1/31/2027,L,N,0.0,0.0,1,9/3/2025,10/1/2025,1/31/2027,N,,600.0,Y,200,,,,,
NV,North Reservation,CM61-BEAD-NV-HUM-0983-0,PX3CHN4WCPG3,Amazon Kuiper Commercial Services has been awarded to serve North Reservation and expects to have the project completed by 1/31/2027,L,N,0.0,0.0,1,9/3/2025,10/1/2025,1/31/2027,Y,Fort McDermitt,600.0,Y,200,,,,,
NV,Old Reservation,CM61-BEAD-NV-HUM-0984-0,PX3CHN4WCPG3,Amazon Kuiper Commercial Services has been awarded to serve Old Reservation and expects to have the project completed by 12/31/2026,L,N,0.0,0.0,1,9/3/2025,10/1/2025,12/31/2026,Y,Fort McDermitt,1800.0,Y,0,,,,,
NV,Fort McDermitt Indian Reservation,CM61-BEAD-NV-HUM-0985-2,PX3CHN4WCPG3,Amazon Kuiper Commercial Services has been awarded to serve Fort McDermitt Indian Reservation and expects to have the project completed by 1/31/2027,L,N,0.0,0.0,1,9/3/2025,10/1/2025,1/31/2027,Y,Fort McDermitt,10200.0,Y,3400,,,,,
NV,Fort Indian Reservation McConnell Peak,CM61-BEAD-NV-HUM-0986-2,PX3CHN4WCPG3,Amazon Kuiper Commercial Services has been awarded to serve Fort Indian Reservation McConnell Peak and expects to have the project completed by 12/31/2026,L,N,0.0,0.0,1,9/3/2025,10/1/2025,12/31/2026,Y,Fort McDermitt,6000.0,Y,0,,,,,
NV,South McDermitt,CM61-BEAD-NV-HUM-0987-0,PX3CHN4WCPG3,Amazon Kuiper Commercial Services has been awarded to serve South McDermitt and expects to have the project completed by 1/31/2027,L,N,0.0,0.0,1,9/3/2025,10/1/2025,1/31/2027,Y,Fort McDermitt,1200.0,Y,400,,,,,
NV,Yankee Blade,CM61-BEAD-NV-LAN-0081-1,PX3CHN4WCPG3,Amazon Kuiper Commercial Services has been awarded to serve Yankee Blade and expects to have the project completed by 1/31/2027,L,N,0.0,0.0,1,9/3/2025,10/1/2025,1/31/2027,N,,1600.0,Y,0,,,,,
NV,Kingston,CM61-BEAD-NV-LAN-0082-1,H5JUPMRB3KX6,Space Exploration Technologies Corp has been awarded to serve Kingston and expects to have the project completed by 1/1/2026,L,N,0.0,0.0,4,9/3/2025,10/1/2025,1/1/2026,N,,111750.0,Y,0,,,,,
NV,Gandolfo Canyon,CM61-BEAD-NV-LAN-0312-1,H5JUPMRB3KX6,Space Exploration Technologies Corp has been awarded to serve Gandolfo Canyon and expects to have the project completed by 1/1/2026,L,N,0.0,0.0,5,9/3/2025,10/1/2025,1/1/2026,N,,13500.0,Y,0,,,,,
NV,Wenban Spring,CM61-BEAD-NV-LAN-0349-1,PX3CHN4WCPG3,Amazon Kuiper Commercial Services has been awarded to serve Wenban Spring and expects to have the project completed by 12/31/2026,L,N,0.0,0.0,1,9/3/2025,10/1/2025,12/31/2026,N,,6400.0,Y,0,,,,,
NV,Little Hot Springs,CM61-BEAD-NV-LAN-0365-1,PX3CHN4WCPG3,Amazon Kuiper Commercial Services has been awarded to serve Little Hot Springs and expects to have the project completed by 1/31/2027,L,N,0.0,0.0,1,9/3/2025,10/1/2025,1/31/2027,N,,800.0,Y,0,,,,,
NV,Izzenhood Gap,CM61-BEAD-NV-LAN-0372-0,PX3CHN4WCPG3,Amazon Kuiper Commercial Services has been awarded to serve Izzenhood Gap and expects to have the project completed by 12/31/2026,L,N,0.0,0.0,1,9/3/2025,10/1/2025,12/31/2026,N,,600.0,Y,0,,,,,
NV,Mule Canyon,CM61-BEAD-NV-LAN-0373-1,PX3CHN4WCPG3,Amazon Kuiper Commercial Services has been awarded to serve Mule Canyon and expects to have the project completed by 12/31/2026,L,N,0.0,0.0,1,9/3/2025,10/1/2025,12/31/2026,N,,1800.0,Y,0,,,,,
NV,Russells,CM61-BEAD-NV-LAN-0374-0,PX3CHN4WCPG3,Amazon Kuiper Commercial Services has been awarded to serve Russells and expects to have the project completed by 12/31/2026,L,N,0.0,0.0,1,9/3/2025,10/1/2025,12/31/2026,N,,5400.0,Y,0,,,,,
NV,Cape Horn,CM61-BEAD-NV-LAN-0376-1,PX3CHN4WCPG3,Amazon Kuiper Commercial Services has been awarded to serve Cape Horn and expects to have the project completed by 12/31/2026,L,N,0.0,0.0,1,9/3/2025,10/1/2025,12/31/2026,N,,800.0,Y,0,,,,,
NV,Dutch Flat,CM61-BEAD-NV-LAN-0377-1,H5JUPMRB3KX6,Space Exploration Technologies Corp has been awarded to serve Dutch Flat and expects to have the project completed by 1/1/2026,L,N,0.0,0.0,3,9/3/2025,10/1/2025,1/1/2026,N,,750.0,Y,0,,,,,
NV,Austin Big Creek,CM61-BEAD-NV-LAN-0378-1,PX3CHN4WCPG3,Amazon Kuiper Commercial Services has been awarded to serve Austin Big Creek and expects to have the project completed by 1/31/2027,L,N,0.0,0.0,1,9/3/2025,10/1/2025,1/31/2027,N,,1600.0,Y,0,,,,,
NV,Wildcat Peak Northwest,CM61-BEAD-NV-LAN-0379-1,H5JUPMRB3KX6,Space Exploration Technologies Corp has been awarded to serve Wildcat Peak Northwest and expects to have the project completed by 1/1/2026,L,N,0.0,0.0,2,9/3/2025,10/1/2025,1/1/2026,N,,17250.0,Y,0,,,,,
NV,Bunker Hill,CM61-BEAD-NV-LAN-0380-1,PX3CHN4WCPG3,Amazon Kuiper Commercial Services has been awarded to serve Bunker Hill and expects to have the project completed by 1/31/2027,L,N,0.0,0.0,6,9/3/2025,10/1/2025,1/31/2027,N,,1600.0,Y,0,,,,,
NV,Crippen Canyon,CM61-BEAD-NV-LAN-0381-1,PX3CHN4WCPG3,Amazon Kuiper Commercial Services has been awarded to serve Crippen Canyon and expects to have the project completed by 12/31/2026,L,N,0.0,0.0,1,9/3/2025,10/1/2025,12/31/2026,N,,800.0,Y,0,,,,,
NV,Antler Peak,CM61-BEAD-NV-LAN-0383-1,PX3CHN4WCPG3,Amazon Kuiper Commercial Services has been awarded to serve Antler Peak and expects to have the project completed by 1/31/2027,L,N,0.0,0.0,1,9/3/2025,10/1/2025,1/31/2027,N,,1600.0,Y,0,,,,,
NV,Birch Creek Ranch,CM61-BEAD-NV-LAN-0385-1,PX3CHN4WCPG3,Amazon Kuiper Commercial Services has been awarded to serve Birch Creek Ranch and expects to have the project completed by 12/31/2026,L,N,0.0,0.0,1,9/3/2025,10/1/2025,12/31/2026,N,,2400.0,Y,0,,,,,
NV,Vigus Butte,CM61-BEAD-NV-LAN-0386-1,PX3CHN4WCPG3,Amazon Kuiper Commercial Services has been awarded to serve Vigus Butte and expects to have the project completed by 1/31/2027,L,N,0.0,0.0,1,9/3/2025,10/1/2025,1/31/2027,N,,1600.0,Y,0,,,,,
NV,McCoy,CM61-BEAD-NV-LAN-0388-1,PX3CHN4WCPG3,Amazon Kuiper Commercial Services has been awarded to serve McCoy and expects to have the project completed by 12/31/2026,L,N,0.0,0.0,1,9/3/2025,10/1/2025,12/31/2026,N,,800.0,Y,0,,,,,
NV,Carico Lake North,CM61-BEAD-NV-LAN-0391-1,PX3CHN4WCPG3,Amazon Kuiper Commercial Services has been awarded to serve Carico Lake North and expects to have the project completed by 12/31/2026,L,N,0.0,0.0,1,9/3/2025,10/1/2025,12/31/2026,N,,2400.0,Y,0,,,,,
NV,Barton Spring,CM61-BEAD-NV-LAN-0392-1,PX3CHN4WCPG3,Amazon Kuiper Commercial Services has been awarded to serve Barton Spring and expects to have the project completed by 12/31/2026,L,N,0.0,0.0,1,9/3/2025,10/1/2025,12/31/2026,N,,2400.0,Y,0,,,,,
NV,Wild Range Canyon,CM61-BEAD-NV-LAN-0393-1,PX3CHN4WCPG3,Amazon Kuiper Commercial Services has been awarded to serve Wild Range Canyon and expects to have the project completed by 12/31/2026,L,N,0.0,0.0,1,9/3/2025,10/1/2025,12/31/2026,N,,800.0,Y,0,,,,,
NV,Spencer Hot Springs,CM61-BEAD-NV-LAN-0395-1,PX3CHN4WCPG3,Amazon Kuiper Commercial Services has been awarded to serve Spencer Hot Springs and expects to have the project completed by 12/31/2026,L,N,0.0,0.0,1,9/3/2025,10/1/2025,12/31/2026,N,,800.0,Y,0,,,,,
NV,Bates Mountain,CM61-BEAD-NV-LAN-0396-1,PX3CHN4WCPG3,Amazon Kuiper Commercial Services has been awarded to serve Bates Mountain and expects to have the project completed by 12/31/2026,L,N,0.0,0.0,1,9/3/2025,10/1/2025,12/31/2026,N,,800.0,Y,0,,,,,
NV,McCoy Northeast,CM61-BEAD-NV-LAN-0397-1,PX3CHN4WCPG3,Amazon Kuiper Commercial Services has been awarded to serve McCoy Northeast and expects to have the project completed by 1/31/2027,L,N,0.0,0.0,1,9/3/2025,10/1/2025,1/31/2027,N,,4800.0,Y,0,,,,,
NV,Hickison Summit,CM61-BEAD-NV-LAN-0399-1,PX3CHN4WCPG3,Amazon Kuiper Commercial Services has been awarded to serve Hickison Summit and expects to have the project completed by 12/31/2026,L,N,0.0,0.0,1,9/3/2025,10/1/2025,12/31/2026,N,,800.0,Y,0,,,,,
NV,Buffalo Springs Northeast,CM61-BEAD-NV-LAN-0400-1,PX3CHN4WCPG3,Amazon Kuiper Commercial Services has been awarded to serve Buffalo Springs Northeast and expects to have the project completed by 12/31/2026,L,N,0.0,0.0,1,9/3/2025,10/1/2025,12/31/2026,N,,800.0,Y,0,,,,,
NV,Joe Eason Mountain,CM61-BEAD-NV-LAN-0401-1,PX3CHN4WCPG3,Amazon Kuiper Commercial Services has been awarded to serve Joe Eason Mountain and expects to have the project completed by 12/31/2026,L,N,0.0,0.0,1,9/3/2025,10/1/2025,12/31/2026,N,,800.0,Y,0,,,,,
NV,Vigus Butte Northeast,CM61-BEAD-NV-LAN-0402-1,PX3CHN4WCPG3,Amazon Kuiper Commercial Services has been awarded to serve Vigus Butte Northeast and expects to have the project completed by 12/31/2026,L,N,0.0,0.0,1,9/3/2025,10/1/2025,12/31/2026,N,,800.0,Y,0,,,,,
NV,Ferris Creek,CM61-BEAD-NV-LAN-0404-1,PX3CHN4WCPG3,Amazon Kuiper Commercial Services has been awarded to serve Ferris Creek and expects to have the project completed by 12/31/2026,L,N,0.0,0.0,1,9/3/2025,10/1/2025,12/31/2026,N,,800.0,Y,0,,,,,
NV,Mount Callaghan,CM61-BEAD-NV-LAN-0405-1,PX3CHN4WCPG3,Amazon Kuiper Commercial Services has been awarded to serve Mount Callaghan and expects to have the project completed by 12/31/2026,L,N,0.0,0.0,1,9/3/2025,10/1/2025,12/31/2026,N,,800.0,Y,0,,,,,
NV,Goat Peak,CM61-BEAD-NV-LAN-0406-1,PX3CHN4WCPG3,Amazon Kuiper Commercial Services has been awarded to serve Goat Peak and expects to have the project completed by 12/31/2026,L,N,0.0,0.0,1,9/3/2025,10/1/2025,12/31/2026,N,,3200.0,Y,0,,,,,
NV,Carroll Summit Southeast,CM61-BEAD-NV-LAN-0407-1,PX3CHN4WCPG3,Amazon Kuiper Commercial Services has been awarded to serve Carroll Summit Southeast and expects to have the project completed by 1/31/2027,L,N,0.0,0.0,1,9/3/2025,10/1/2025,1/31/2027,N,,1600.0,Y,0,,,,,
NV,Grass Valley Ranch,CM61-BEAD-NV-LAN-0409-1,PX3CHN4WCPG3,Amazon Kuiper Commercial Services has been awarded to serve Grass Valley Ranch and expects to have the project completed by 1/31/2027,L,N,0.0,0.0,1,9/3/2025,10/1/2025,1/31/2027,N,,800.0,Y,0,,,,,
NV,West Austin,CM61-BEAD-NV-LAN-0410-1,PX3CHN4WCPG3,Amazon Kuiper Commercial Services has been awarded to serve West Austin and expects to have the project completed by 12/31/2026,L,N,0.0,0.0,3,9/3/2025,10/1/2025,12/31/2026,N,,800.0,Y,0,,,,,
NV,Brewer Canyon,CM61-BEAD-NV-LAN-0415-1,PX3CHN4WCPG3,Amazon Kuiper Commercial Services has been awarded to serve Brewer Canyon and expects to have the project completed by 12/31/2026,L,N,0.0,0.0,1,9/3/2025,10/1/2025,12/31/2026,N,,800.0,Y,0,,,,,
NV,Ackerman Canyon,CM61-BEAD-NV-LAN-0416-1,PX3CHN4WCPG3,Amazon Kuiper Commercial Services has been awarded to serve Ackerman Canyon and expects to have the project completed by 1/31/2027,L,N,0.0,0.0,1,9/3/2025,10/1/2025,1/31/2027,N,,800.0,Y,0,,,,,
NV,Wood Spring Canyon,CM61-BEAD-NV-LAN-0419-1,PX3CHN4WCPG3,Amazon Kuiper Commercial Services has been awarded to serve Wood Spring Canyon and expects to have the project completed by 12/31/2026,L,N,0.0,0.0,1,9/3/2025,10/1/2025,12/31/2026,N,,800.0,Y,0,,,,,
NV,Hall Creek North,CM61-BEAD-NV-LAN-0421-1,PX3CHN4WCPG3,Amazon Kuiper Commercial Services has been awarded to serve Hall Creek North and expects to have the project completed by 12/31/2026,L,N,0.0,0.0,1,9/3/2025,10/1/2025,12/31/2026,N,,800.0,Y,0,,,,,
NV,Battle Mountain Reservation,CM61-BEAD-NV-LAN-0780-2,PX3CHN4WCPG3,Amazon Kuiper Commercial Services has been awarded to serve Battle Mountain Reservation and expects to have the project completed by 1/31/2027,L,N,0.0,0.0,1,9/3/2025,10/1/2025,1/31/2027,Y,Battle Mountain,20400.0,Y,6800,,,,,
NV,Galena Canyon,CM61-BEAD-NV-LAN-0781-1,PX3CHN4WCPG3,Amazon Kuiper Commercial Services has been awarded to serve Galena Canyon and expects to have the project completed by 1/31/2027,L,N,0.0,0.0,2,9/3/2025,10/1/2025,1/31/2027,N,,9600.0,Y,3200,,,,,
NV,Stony Point,CM61-BEAD-NV-LAN-0782-0,PX3CHN4WCPG3,Amazon Kuiper Commercial Services has been awarded to serve Stony Point and expects to have the project completed by 1/31/2027,L,N,0.0,0.0,2,9/3/2025,10/1/2025,1/31/2027,N,,3000.0,Y,1000,,,,,
NV,Blossom Spring,CM61-BEAD-NV-LAN-0783-1,PX3CHN4WCPG3,Amazon Kuiper Commercial Services has been awarded to serve Blossom Spring and expects to have the project completed by 1/31/2027,L,N,0.0,0.0,1,9/3/2025,10/1/2025,1/31/2027,N,,4000.0,Y,0,,,,,
NV,Mount Moses Southeast,CM61-BEAD-NV-LAN-0842-1,PX3CHN4WCPG3,Amazon Kuiper Commercial Services has been awarded to serve Mount Moses Southeast and expects to have the project completed by 1/31/2027,L,N,0.0,0.0,1,9/3/2025,10/1/2025,1/31/2027,N,,21600.0,Y,0,,,,,
NV,Austin Water,CM61-BEAD-NV-LAN-0843-1,QXVYZFKU8AV5,Digital Technology Solutions INC Dba DTS Fiber has been awarded to serve Austin Water and expects to have the project completed by 9/30/2028,L,Y,4.0,1.0,7,9/3/2025,10/1/2025,9/30/2028,N,,464901.8,Y,0,,,,,
NV,Midas Loop,CM61-BEAD-NV-LAN-0844-1,H5JUPMRB3KX6,Space Exploration Technologies Corp has been awarded to serve Midas Loop and expects to have the project completed by 1/1/2026,L,N,0.0,0.0,6,9/3/2025,10/1/2025,1/1/2026,N,,3750.0,Y,0,,,,,
NV,Mote,CM61-BEAD-NV-LAN-0957-0,PX3CHN4WCPG3,Amazon Kuiper Commercial Services has been awarded to serve Mote and expects to have the project completed by 1/31/2027,L,N,0.0,0.0,1,9/3/2025,10/1/2025,1/31/2027,N,,1200.0,Y,400,,,,,
NV,Battle Mountain,CM61-BEAD-NV-LAN-1000-1,TH77JLEPMRA3,Hot Spot Broadband has been awarded to serve Battle Mountain and expects to have the project completed by 7/31/2029,L,Y,34.3,18.0,14,9/3/2025,10/1/2025,7/31/2029,N,,6352889.43,Y,0,,,,,
NV,Tenabo,CM61-BEAD-NV-LAN-1001-1,H5JUPMRB3KX6,Space Exploration Technologies Corp has been awarded to serve Tenabo and expects to have the project completed by 1/1/2026,L,N,0.0,0.0,1,9/3/2025,10/1/2025,1/1/2026,N,,750.0,Y,0,,,,,
NV,Argenta,CM61-BEAD-NV-LAN-1002-0,PX3CHN4WCPG3,Amazon Kuiper Commercial Services has been awarded to serve Argenta and expects to have the project completed by 12/31/2026,L,N,0.0,0.0,1,9/3/2025,10/1/2025,12/31/2026,N,,600.0,Y,0,,,,,
NV,Potts Well,CM61-BEAD-NV-LAN-1022-1,PX3CHN4WCPG3,Amazon Kuiper Commercial Services has been awarded to serve Potts Well and expects to have the project completed by 12/31/2026,L,N,0.0,0.0,1,9/3/2025,10/1/2025,12/31/2026,N,,800.0,Y,0,,,,,
NV,North Shoshone Peak,CM61-BEAD-NV-LAN-1024-1,H5JUPMRB3KX6,Space Exploration Technologies Corp has been awarded to serve North Shoshone Peak and expects to have the project completed by 1/1/2026,L,N,0.0,0.0,2,9/3/2025,10/1/2025,1/1/2026,N,,750.0,Y,0,,,,,
NV,Hill Top,CM61-BEAD-NV-LAN-1039-1,PX3CHN4WCPG3,Amazon Kuiper Commercial Services has been awarded to serve Hill Top and expects to have the project completed by 12/31/2026,L,N,0.0,0.0,1,9/3/2025,10/1/2025,12/31/2026,N,,800.0,Y,0,,,,,
NV,Wilson Canyon,CM61-BEAD-NV-LYO-0084-0,PX3CHN4WCPG3,Amazon Kuiper Commercial Services has been awarded to serve Wilson Canyon and expects to have the project completed by 1/31/2027,L,N,0.0,0.0,2,9/3/2025,10/1/2025,1/31/2027,N,,3600.0,Y,1200,,,,,
NV,Hoye Canyon,CM61-BEAD-NV-LYO-0085-0,H5JUPMRB3KX6,Space Exploration Technologies Corp has been awarded to serve Hoye Canyon and expects to have the project completed by 1/1/2026,L,N,0.0,0.0,1,9/3/2025,10/1/2025,1/1/2026,N,,750.0,Y,0,,,,,
NV,Smith,CM61-BEAD-NV-LYO-0086-0,H5JUPMRB3KX6,Space Exploration Technologies Corp has been awarded to serve Smith and expects to have the project completed by 1/1/2026,L,N,0.0,0.0,1,9/3/2025,10/1/2025,1/1/2026,N,,750.0,Y,0,,,,,
NV,Artesia Lake,CM61-BEAD-NV-LYO-0087-0,PX3CHN4WCPG3,Amazon Kuiper Commercial Services has been awarded to serve Artesia Lake and expects to have the project completed by 1/31/2027,L,N,0.0,0.0,1,9/3/2025,10/1/2025,1/31/2027,N,,1200.0,Y,400,,,,,
NV,Butler Mountain,CM61-BEAD-NV-LYO-0214-0,PX3CHN4WCPG3,Amazon Kuiper Commercial Services has been awarded to serve Butler Mountain and expects to have the project completed by 12/31/2026,L,N,0.0,0.0,1,9/3/2025,10/1/2025,12/31/2026,N,,1800.0,Y,0,,,,,
NV,Como,CM61-BEAD-NV-LYO-0422-0,PX3CHN4WCPG3,Amazon Kuiper Commercial Services has been awarded to serve Como and expects to have the project completed by 12/31/2026,L,N,0.0,0.0,1,9/3/2025,10/1/2025,12/31/2026,N,,600.0,Y,0,,,,,
NV,Parker Butte,CM61-BEAD-NV-LYO-0424-1,PX3CHN4WCPG3,Amazon Kuiper Commercial Services has been awarded to serve Parker Butte and expects to have the project completed by 1/31/2027,L,N,0.0,0.0,1,9/3/2025,10/1/2025,1/31/2027,Y,Walker River,1400.0,Y,200,,,,,
NV,Buckbrush Spring,CM61-BEAD-NV-LYO-0426-0,PX3CHN4WCPG3,Amazon Kuiper Commercial Services has been awarded to serve Buckbrush Spring and expects to have the project completed by 12/31/2026,L,N,0.0,0.0,1,9/3/2025,10/1/2025,12/31/2026,N,,1800.0,Y,0,,,,,
NV,Sweetwater Creek,CM61-BEAD-NV-LYO-0428-0,PX3CHN4WCPG3,Amazon Kuiper Commercial Services has been awarded to serve Sweetwater Creek and expects to have the project completed by 12/31/2026,L,N,0.0,0.0,1,9/3/2025,10/1/2025,12/31/2026,N,,1800.0,Y,0,,,,,
NV,Flowery Peak,CM61-BEAD-NV-LYO-0911-0,TH77JLEPMRA3,Hot Spot Broadband has been awarded to serve Flowery Peak and expects to have the project completed by 7/31/2028,L,Y,0.0,0.0,4,9/3/2025,10/1/2025,7/31/2028,N,,116080.0,Y,0,,,,,
NV,Dayton Valley,CM61-BEAD-NV-LYO-0912-0,H5JUPMRB3KX6,Space Exploration Technologies Corp has been awarded to serve Dayton Valley and expects to have the project completed by 1/1/2026,L,N,0.0,0.0,3,9/3/2025,10/1/2025,1/1/2026,N,,9750.0,Y,0,,,,,
NV,Misfits Flat,CM61-BEAD-NV-LYO-0913-0,UNKGTXGFU236,NV Bell Telephone has been awarded to serve Misfits Flat and expects to have the project completed by 9/4/2029,L,Y,0.0,0.0,3,9/3/2025,10/1/2025,9/4/2029,N,,269429.45,Y,647468,,,,,
NV,Churchill Butte,CM61-BEAD-NV-LYO-0928-0,PX3CHN4WCPG3,Amazon Kuiper Commercial Services has been awarded to serve Churchill Butte and expects to have the project completed by 12/31/2026,L,N,0.0,0.0,1,9/3/2025,10/1/2025,12/31/2026,N,,600.0,Y,0,,,,,
NV,Hooten Well,CM61-BEAD-NV-LYO-0932-1,PX3CHN4WCPG3,Amazon Kuiper Commercial Services has been awarded to serve Hooten Well and expects to have the project completed by 12/31/2026,L,N,0.0,0.0,1,9/3/2025,10/1/2025,12/31/2026,N,,800.0,Y,0,,,,,
NV,Stockton Flat Well,CM61-BEAD-NV-LYO-0934-1,TH77JLEPMRA3,Hot Spot Broadband has been awarded to serve Stockton Flat Well and expects to have the project completed by 1/30/2027,L,Y,3.0,5.0,2,9/3/2025,10/1/2025,1/30/2027,N,,449423.34,Y,150725,,,,,
NV,Fernley East,CM61-BEAD-NV-LYO-0935-1,PX3CHN4WCPG3,Amazon Kuiper Commercial Services has been awarded to serve Fernley East and expects to have the project completed by 1/31/2027,L,N,0.0,0.0,1,9/3/2025,10/1/2025,1/31/2027,N,,13200.0,Y,2800,,,,,
NV,Industrial Parkway,CM61-BEAD-NV-LYO-0941-0,H5JUPMRB3KX6,Space Exploration Technologies Corp has been awarded to serve Industrial Parkway and expects to have the project completed by 1/1/2026,L,N,0.0,0.0,1,9/3/2025,10/1/2025,1/1/2026,N,,750.0,Y,0,,,,,
NV,Artesia,CM61-BEAD-NV-LYO-0947-0,PX3CHN4WCPG3,Amazon Kuiper Commercial Services has been awarded to serve Artesia and expects to have the project completed by 12/31/2026,L,N,0.0,0.0,1,9/3/2025,10/1/2025,12/31/2026,N,,1800.0,Y,0,,,,,
