type,entity_name,location_id,project_id,address_primary,city,state,zip_code,latitude,longitude,technology,upload_speed_anticipated,download_speed_anticipated,,
S,EVANGEL CHRISTIAN ACADEMY,1355475743,CM61-BEAD-LA-152-2048,7425 BRDACRES RD,SHREVEPORT,LA,71129,32.43423843383789,-93.87116241,50,1000,1000,,1
H,Ochsner LSU Health Shreveport - Fairfield Medical Office Building,1355477288,CM61-BEAD-LA-152-2048,1783 MARYCREST AVE,SHREVEPORT,LA,71101,32.49440241,-93.75155523,50,1000,1000,,1
L,"HARPER BRANCH HUNTING CLUB, INC.",1355477724,CM61-BEAD-LA-152-2048,8548 N PARK PL,SHREVEPORT,LA,71107,32.612709045410156,-93.8889389,50,1000,1000,,1
S,Bossier Parish Community College Comparison for Lives,1355477871,CM61-BEAD-LA-152-2048,7505 PINES RD,SHREVEPORT,LA,71129,32.43497241,-93.8613518,50,1000,1000,,1
H,Ochsner LSU Health Shreveport - Women's & Children,1355480774,CM61-BEAD-LA-152-2048,1602 KINGS HWY,SHREVEPORT,LA,71103,32.48262128,-93.76399006,50,1000,1000,,1
S,EIGHTY-FIRST STREET ECE CENTER,1355483297,CM61-BEAD-LA-152-2048,8108 FAIRFIELD AVE,SHREVEPORT,LA,71106,32.43003845214844,-93.75086212,50,1000,1000,,1
S,PINE GROVE ELEMENTARY SCHOOL,1355484002,CM61-BEAD-LA-152-2048,1700 CALDWELL ST,SHREVEPORT,LA,71107,32.54962921142578,-93.81562042,50,1000,1000,,1
H,WILLIS KNIGHTON QUICK CARE,1355488378,CM61-BEAD-LA-152-2048,1666 E BERT KOUNS INDUSTRIAL LOOP,SHREVEPORT,LA,71105,32.43177795410156,-93.71323395,50,1000,1000,,1
S,WESTWOOD ELEMENTARY SCHOOL,1355489893,CM61-BEAD-LA-152-2048,7325 JEWELLA AVE,SHREVEPORT,LA,71108,32.43554688,-93.7958374,50,1000,1000,,1
H,SHREVEPORT VETERANS CENTER,1355490180,CM61-BEAD-LA-152-2048,2800 YOUREE DR,SHREVEPORT,LA,71104,32.48430252075195,-93.72544098,50,1000,1000,,1
F,SHREVEPORT EMERGENCY MEDICAL SERVICES STATION 18,1355490249,CM61-BEAD-LA-152-2048,3501 PINES RD,SHREVEPORT,LA,71119,32.482452392578125,-93.86645508,50,1000,1000,,1
S,FAIR PARK MIDDLE SCHOOL,1355491072,CM61-BEAD-LA-152-2048,3222 GREENWOOD RD,SHREVEPORT,LA,71109,32.47920608520508,-93.79043579,50,1000,1000,,1
S,Bossier Parish Community College Goodwill Industries,1355491454,CM61-BEAD-LA-152-2048,800 W 70th St,Shreveport,LA,71106,32.4431923,-93.772252,50,1000,1000,,1
S,LINWOOD PUBLIC CHARTER SCHOOL,1355492564,CM61-BEAD-LA-152-2048,401 W 70TH ST,SHREVEPORT,LA,71106,32.44095993041992,-93.76384735,50,1000,1000,,1
S,"Northwest Louisiana Technical College, Shreveport-Bossier Campus",1355496377,CM61-BEAD-LA-152-2048,2015 MARKET ST,SHREVEPORT,LA,71101,32.50120114,-93.73353402,50,1000,1000,,1
F,SHREVEPORT EMERGENCY MEDICAL SERVICES STATION 2,1355500505,CM61-BEAD-LA-152-2048,4575 N MARKET ST,SHREVEPORT,LA,71107,32.58261489868164,-93.80493927,50,1000,1000,,1
F,SHREVEPORT EMERGENCY MEDICAL SERVICES STATION 9,1355501113,CM61-BEAD-LA-152-2048,7009 SAINT VINCENT AVE,SHREVEPORT,LA,71106,32.441200256347656,-93.75845337,50,1000,1000,,1
S,DIGITAL MEDIA INSTITUTE AT INTERTECH,1355501193,CM61-BEAD-LA-152-2048,2031 KINGS HIGHWAY,SHREVEPORT,LA,71103,32.48059844970703,-93.77159119,50,1000,1000,,1
L,ARKLATEX LOG LIBRARY INC,1355502746,CM61-BEAD-LA-152-2048,400 TRAVIS ST STE 500,SHREVEPORT,LA,71101,32.51448059082031,-93.75000763,50,1000,1000,,1
L,"ROCKY BRANCH HUNTING CLUB, INC.",1119629894,CM61-BEAD-LA-152-2048,250 MOSS POINT DR,BOYCE,LA,71409,31.349328994750977,-92.58168793,50,1000,1000,,1
S,ACADEMIC RECOVERY OMBUDSMAN,1355503853,CM61-BEAD-LA-152-2048,401 N HOLZMAN,SHREVEPORT,LA,71101,32.51322555541992,-93.77259827,50,1000,1000,,1
S,REMINGTON COLLEGE-SHREVEPORT CAMPUS,1355504584,CM61-BEAD-LA-152-2048,2106 BERT KOUNS INDUSTRIAL LOOP,SHREVEPORT,LA,71118,32.4031868,-93.79356384,50,1000,1000,,1
S,ST JOHN BERCHMANS CATHEDRAL SCHOOL,1355505344,CM61-BEAD-LA-152-2048,947 JORDAN ST,SHREVEPORT,LA,71101,32.49753952026367,-93.75079346,50,1000,1000,,1
H,LOUISIANA DEPARTMENT OF HEALTH AND HOSPITALS - NORTHWEST REGIONAL OFFICE,1355505356,CM61-BEAD-LA-152-2048,1525 FAIRFIELD AVE,SHREVEPORT,LA,71101,32.49736785888672,-93.75165558,50,1000,1000,,1
S,SUMMER GROVE ELEMENTARY SCHOOL,1355505673,CM61-BEAD-LA-152-2048,2955 BERT KOUNS INDUSTRIAL LOOP,SHREVEPORT,LA,71118,32.40127944946289,-93.80913544,50,1000,1000,,1
H,CHRISTUS SCHUMPERT FIRST CARE - SHREVEPORT,1355505726,CM61-BEAD-LA-152-2048,9425 HEALTHPLEX DR,SHREVEPORT,LA,71106,32.39673996,-93.7489624,50,1000,1000,,1
S,LOUISIANA CHRISTIAN SCHOOL,1293268482,CM61-BEAD-LA-152-2048,1545 ANSE BROUSSARD HIGHWAY,BREAUX BRIDGE,LA,70517,30.30873680114746,-91.87779236,50,1000,1000,,1
F,SHREVEPORT POLICE DEPARTMENT DISTRICT 10 SATELLITE STATION,1355507139,CM61-BEAD-LA-152-2048,"4300 LEDBETTER ST, HATTIE PERRY PARK",SHREVEPORT,LA,71108,32.46097946166992,-93.76900482,50,1000,1000,,1
S,UNIVERSITY ELEMENTARY SCHOOL,1355507587,CM61-BEAD-LA-152-2048,9900 SMITHERMAN DR,SHREVEPORT,LA,71115,32.41374969482422,-93.70387268,50,1000,1000,,1
S,FAIRFIELD MAGNET SCHOOL,1355508731,CM61-BEAD-LA-152-2048,6215 FAIRFIELD AVE,SHREVEPORT,LA,71106,32.44849777,-93.74901581,50,1000,1000,,1
H,CHRISTUS HEALTH SHREVEPORT - BOSSIER,1355509803,CM61-BEAD-LA-152-2048,1453 E BERT KOUNS INDUSTRIAL LOOP,SHREVEPORT,LA,71105,32.42515182495117,-93.71806335,50,1000,1000,,1
F,SHREVEPORT EMERGENCY MEDICAL SERVICES STATION 13,1355514508,CM61-BEAD-LA-152-2048,5915 W 70TH ST,SHREVEPORT,LA,71129,32.44171142578125,-93.85469818,50,1000,1000,,1
S,LOUISIANA STATE UNIVERSITY HEALTH SCIENCES CENTER-SHREVEPORT,1355514722,CM61-BEAD-LA-152-2048,1501 KINGS HIGHWAY,SHREVEPORT,LA,71103,32.48067092895508,-93.76137543,50,1000,1000,,1
H,SHRINERS HOSPITALS FOR CHILDREN,1355514723,CM61-BEAD-LA-152-2048,3100 SAMFORD AVE,SHREVEPORT,LA,71103,32.48108673095703,-93.75788879,50,1000,1000,,1
F,CADDO PARISH SHERIFFS OFFICE - SUBSTATION,1355516825,CM61-BEAD-LA-152-2048,4910 N MARKET ST,SHREVEPORT,LA,71107,32.58855056762695,-93.81461334,50,1000,1000,,1
S,ATKINS TECHNOLOGY ELEMENTARY SCHOOL,1355517112,CM61-BEAD-LA-152-2048,7611 STVINCENT AVE,SHREVEPORT,LA,71106,32.43571090698242,-93.75788116,50,1000,1000,,1
F,SHREVEPORT EMERGENCY MEDICAL SERVICES STATION 19,1355554175,CM61-BEAD-LA-152-2048,9336 ELLERBE RD,SHREVEPORT,LA,71106,32.39863204956055,-93.73381042,50,1000,1000,,1
L,SHREVE MEMORIAL LIBRARY,1355518908,CM61-BEAD-LA-152-2048,4844 N MARKET ST,SHREVEPORT,LA,71107,32.58727264404297,-93.81170654,50,1000,1000,,1
L,SHREVE MEMORIAL LIBRARY,1355519352,CM61-BEAD-LA-152-2048,424 TEXAS ST,SHREVEPORT,LA,71101,32.51332092285156,-93.74970245,50,1000,1000,,1
F,CADDO PARISH SHERIFFS OFFICE - COURTHOUSE,1355519892,CM61-BEAD-LA-152-2048,"501 TEXAS ST, ROOM 101",SHREVEPORT,LA,71101,32.51206970214844,-93.74974823,50,1000,1000,,1
F,CADDO PARISH FIRE DISTRICT 1,1355557584,CM61-BEAD-LA-152-2048,7058 OLD MOORINGSPORT RD,SHREVEPORT,LA,71107,32.60710906982422,-93.86810303,50,1000,1000,,1
S,DONNIE BICKHAM MIDDLE SCHOOL,1355557597,CM61-BEAD-LA-152-2048,7240 OLD MOORINGSPORT RD,SHREVEPORT,LA,71107,32.609561920166016,-93.87287903,50,1000,1000,,1
S,"SOWELA Technical Community College, Oakdale Campus",1387630080,CM61-BEAD-LA-152-2048,211 OLD PELICAN HWY,OAKDALE,LA,71463,30.8018911,-92.6723569,50,1000,1000,,1
S,OUR MOTHER OF PEACE ELEMENTARY,1387703948,CM61-BEAD-LA-152-2048,218 N ROGERS ST,CHURCH POINT,LA,70525,30.407312393188477,-92.21553802,50,1000,1000,,1
S,ASSEMBLY CHRISTIAN SCHOOL,1413558781,CM61-BEAD-LA-152-2048,4219 E ADMIRAL DOYLE DR,NEW IBERIA,LA,70560,29.96455192565918,-91.77385712,50,1000,1000,,1
H,LOUISIANA BEHAVIORAL HEALTH,1355498094,CM61-BEAD-LA-152-2048,9320 LINWOOD AVE,SHREVEPORT,LA,71106,32.402801513671875,-93.76569366,50,1000,1000,,1
S,WELSH-ROANOKE JUNIOR HIGH SCHOOL,1413564662,CM61-BEAD-LA-152-2048,8150 W HIGHWAY 90,ROANOKE,LA,70581,30.231977462768555,-92.74878693,50,1000,1000,,1
S,FELLOWSHIP ELEMENTARY SCHOOL,1413565533,CM61-BEAD-LA-152-2048,1650 HIGHWAY 773,TROUT,LA,71371,31.634157180786133,-92.19615936,50,1000,1000,,1
F,WEBSTER PARISH FIRE DISTRICT 10 - MINDEN FIRE DEPARTMENT STATION 1,1144388490,CM61-BEAD-LA-152-2048,1213 SHEPPARD ST,MINDEN,LA,71055,32.615386962890625,-93.27978516,50,1000,1000,,1
F,ACADIAN AMBULANCE SERVICE INCORPORATED - LEESVILLE STATION,1287851103,CM61-BEAD-LA-152-2048,100 E UNION ST,LEESVILLE,LA,71446,31.147058486938477,-93.26364136,50,1000,1000,,1
S,E. S. RICHARDSON ELEMENTARY SCHOOL,1144391173,CM61-BEAD-LA-152-2048,515 W TODD,MINDEN,LA,71055,32.629119873046875,-93.28173828,50,1000,1000,,1
S,Bossier Parish Community College Community First High School,1144391431,CM61-BEAD-LA-152-2048,510 HIGH ST,MINDEN,LA,71055,32.61336735,-93.29697836,50,1000,1000,,1
S,ROSS ELEMENTARY SCHOOL,1293144147,CM61-BEAD-LA-152-2048,1809 W HUTCHINSON AVE,CROWLEY,LA,70526,30.20607566833496,-92.39154053,50,1000,1000,,1
S,"South Louisiana Community College, Acadian Campus",1293144148,CM61-BEAD-LA-152-2048,1933 W. Hutchinson Ave.,Crowley,LA,70526,30.2046775,-92.3930341,50,1000,1000,,1
S,"LA Delta Community College, First Baptist Ruston Walter Building",1451654362,CM61-BEAD-LA-152-2048,200 South Trenton,Ruston,LA,71282,32.5270267,-92.6403397,50,1000,1000,,1
F,NATCHITOCHES FIRE PROTECTION PARISH DISTRICT 5,2000002262,CM61-BEAD-LA-152-2048,181 MAIN ST,NATCHEZ,LA,71456,31.67281,-93.04702,50,1000,1000,,1
S,N.S.U. ELEMENTARY LAB SCHOOL,2000002302,CM61-BEAD-LA-152-2048,125 CENTRAL AVE,NATCHITOCHES,LA,71457,31.75044,-93.09339,50,1000,1000,,1
S,A. E. PHILLIPS LABORATORY SCHOOL,2000002345,CM61-BEAD-LA-152-2048,HERGOT ST - LA TECH CAMPUS,RUSTON,LA,71272,32.5318,-92.62941,50,1000,1000,,1
F,NATCHITOCHES FIRE PROTECTION DISTRICT 1,2000002523,CM61-BEAD-LA-152-2048,EMMANUEL RD,CLOUTIERVILLE,LA,71416,31.49219,-92.89271,50,1000,1000,,1
S,NORTHWESTERN STATE UNIVERSITY OF LOUISIANA,2000002589,CM61-BEAD-LA-152-2048,175 SAM SIBLEY DR,NATCHITOCHES,LA,71497,31.74988,-93.09695,50,1000,1000,,1
F,NATCHITOCHES PARISH FIRE PROTECTION DISTRICT 7 STATION 4,2000002611,CM61-BEAD-LA-152-2048,449 STATE HIGHWAY 1221,MARTHAVILLE,LA,71450,31.78093,-93.42243,50,1000,1000,,1
S,L.P. VAUGHN ELEMENTARY & MIDDLE SCHOOL,2000002626,CM61-BEAD-LA-152-2048,1500 GOLD ST,NATCHITOCHES,LA,71457,31.77849,-93.09605,50,1000,1000,,1
F,NATCHITOCHES POLICE DEPARTMENT,2000002648,CM61-BEAD-LA-152-2048,400 AMULET ST,NATCHITOCHES,LA,71457,31.75829,-93.09092,50,1000,1000,,1
S,CHRISTIAN CENTER SCHOOL,2000003412,CM61-BEAD-LA-152-2048,207 IDEMA ST,SHREVEPORT,LA,71106,32.41742,-93.75952,50,1000,1000,,1
F,SHREVEPORT FIRE DEPARTMENT STATION 22,2000003433,CM61-BEAD-LA-152-2048,2022 SERN LOOP,SHREVEPORT,LA,71106,32.52515,-93.75018,50,1000,1000,,1
F,SHREVEPORT FIRE DEPARTMENT STATION 6,2000003468,CM61-BEAD-LA-152-2048,2027 DAVID RAINES RD,SHREVEPORT,LA,71107,32.54329,-93.8285,50,1000,1000,,1
S,TURNER ELEMENTARY MIDDLE SCHOOL,2000003477,CM61-BEAD-LA-152-2048,5904 W 70TH ST,SHREVEPORT,LA,71129,32.44234,-93.85544,50,1000,1000,,1
F,BOSSIER CITY FIRE DEPARTMENT STATION 6,2000003502,CM61-BEAD-LA-152-2048,420 RIVERSIDE DR,BOSSIER,LA,71112,32.51207,-93.73079,50,1000,1000,,1
S,LOUISIANA STATE UNIVERSITY-SHREVEPORT,2000003512,CM61-BEAD-LA-152-2048,ONE UNIVERSITY PLACE,SHREVEPORT,LA,71115,32.43218,-93.70184,50,1000,1000,,1
F,GRAMBLING FIRE DEPARTMENT,2000003765,CM61-BEAD-LA-152-2048,562 STADIUM DR,GRAMBLING,LA,71245,32.52426,-92.7079,50,1000,1000,,1
S,BENTON INTERMEDIATE SCHOOL,2000003236,CM61-BEAD-LA-152-2048,6140 HIGHWAY 3,BENTON,LA,71006,32.66482,-93.74745,50,1000,1000,,1
F,BOSSIER CITY FIRE DEPARTMENT STATION 5,2000003244,CM61-BEAD-LA-152-2048,915 MEADOWVIEW DR,BOSSIER CITY,LA,71111,32.53402,-93.67281,50,1000,1000,,1
H,WEBSTER PARISH PUBLIC HEALTH EXTENSION,1144408664,CM61-BEAD-LA-152-2048,1200 W HOMER RD,MINDEN,LA,71055,32.62349319458008,-93.25364685,50,1000,1000,,1
S,UNITECH TRAINING ACADEMY-LAKE CHARLES,1387876179,CM61-BEAD-LA-152-2048,2827 4TH AVE,LAKE CHARLES,LA,70601,30.204418182373047,-93.192276,50,1000,1000,,1
S,PAT GOINS BEAUTY SCHOOL - BOSSIER CITY CAMPUS,1387981241,CM61-BEAD-LA-152-2048,1701 OLD MINDEN RD,BOSSIER CITY,LA,71111,32.51710129,-93.71788025,50,1000,1000,,1
F,BOSSIER CITY FIRE DEPARTMENT STATION 7,1387984350,CM61-BEAD-LA-152-2048,5900 SHED RD,BOSSIER CITY,LA,71111,32.561424255371094,-93.64349365,50,1000,1000,,1
S,GRAMBLING STATE UNIVERSITY,2000003685,CM61-BEAD-LA-152-2048,403 MAIN ST,GRAMBLING,LA,71245,32.52171,-92.71451,50,1000,1000,,1
S,HOWARD SCHOOL,2000003689,CM61-BEAD-LA-152-2048,904 DEVILLE LANE,RUSTON,LA,71270,32.51844,-92.63788,50,1000,1000,,1
H,Cardiac Outpatient Service,1413542069,CM61-BEAD-LA-152-2048,"1113 E. Northern Ave, Suite H",Crowley,LA,70526,30.2259715,-92.3658233,50,1000,1000,,1
S,RIDGEWOOD MIDDLE SCHOOL,1355427147,CM61-BEAD-LA-152-2048,2001 RIDGEWOOD DR,SHREVEPORT,LA,71118,32.39898681640625,-93.79189301,50,1000,1000,,1
S,RISER MIDDLE SCHOOL,1413586902,CM61-BEAD-LA-152-2048,100 PRICE DR,WEST MONROE,LA,71292,32.48823928833008,-92.17672729,50,1000,1000,,1
F,NORTH SABINE FIRE PROTECTION DISTRICT HOTWELL STATION,1413583654,CM61-BEAD-LA-152-2048,3840 WRIGHTS LANDING RD,NOBLE,LA,71462,31.657947540283203,-93.76708984,50,1000,1000,,1
F,RED RIVER FIRE PARISH WIDE FIRE PROTECTION DISTRICT STATION 4,2000003011,CM61-BEAD-LA-152-2048,STATE HIGHWAY 507,COUSHATTA,LA,71019,32.09192,-93.22000099,50,1000,1000,,1
F,LOUISIANA STATE UNIVERSITY - SHREVEPORT HEALTH SCIENCES CENTER POLICE DEPARTMENT,2000003099,CM61-BEAD-LA-152-2048,1541 KINGS HIGHWAY,SHREVEPORT,LA,71103,32.48159,-93.76153,50,1000,1000,,1
F,BOSSIER PARISH FIRE DISTRICT 1 STATION 2,2000003182,CM61-BEAD-LA-152-2048,115 W FIRE STATION RD,HAUGHTON,LA,71037,32.56686,-93.61028,50,1000,1000,,1
S,CHEROKEE ELEMENTARY SCHOOL,1413593530,CM61-BEAD-LA-152-2048,5700 PRESCOTT RD,ALEXANDRIA,LA,71301,31.26506996154785,-92.47859192,50,1000,1000,,1
S,LEESVILLE HIGH SCHOOL,1287848938,CM61-BEAD-LA-152-2048,502 BERRY AVE,LEESVILLE,LA,71446,31.15052604675293,-93.25840759,50,1000,1000,,1
S,WALNUT HILL ELEMENTARY/MIDDLE SCHOOL,1355526682,CM61-BEAD-LA-152-2048,9360 WOOLWORTH RD,SHREVEPORT,LA,71129,32.38841247558594,-93.90219116,50,1000,1000,,1
S,GREEN OAKS PERFORMING ARTS ACADEMY,1355532060,CM61-BEAD-LA-152-2048,2550 THOMAS E. HOWARD DR,SHREVEPORT,LA,71107,32.55527114868164,-93.8142395,50,1000,1000,,1
L,EUGENE P WATSON MEMORIAL LIBRARY,2000003908,CM61-BEAD-LA-152-2048,913 UNIVERSITY PKWY,NATCHITOCHES,LA,71457,31.75316,-93.09751,50,1000,1000,,1
S,LOUISIANA DELTA COMMUNITY COLLEGE,2000003950,CM61-BEAD-LA-152-2048,1010 JAMES ST,RUSTON,LA,71270,32.53826688,-92.64731662,50,1000,1000,,1
S,LOUISIANA DELTA COMMUNITY COLLEGE,2000003951,CM61-BEAD-LA-152-2048,1010 JAMES ST,RUSTON,LA,71270,32.53859486,-92.64730093,50,1000,1000,,1
H,Ochsner Acadia General Community Health - Crowley,1293150916,CM61-BEAD-LA-152-2048,1297 WRIGHT AVE,CROWLEY,LA,70526,30.22624664,-92.36493916,50,1000,1000,,1
S,CROWLEY HIGH SCHOOL,1293151370,CM61-BEAD-LA-152-2048,263 HENSGENS RD,CROWLEY,LA,70526,30.258895874023438,-92.40290833,50,1000,1000,,1
S,EVANGELINE ELEMENTARY SCHOOL,1293157175,CM61-BEAD-LA-152-2048,1448 OLD EVANGELINE HIGHWAY,EVANGELINE,LA,70537,30.265897750854492,-92.57201385,50,1000,1000,,1
S,IOTA MIDDLE SCHOOL,1293160563,CM61-BEAD-LA-152-2048,426 S FIFTH ST,IOTA,LA,70543,30.32634925842285,-92.49467468,50,1000,1000,,1
S,IOTA ELEMENTARY SCHOOL,1293160806,CM61-BEAD-LA-152-2048,470 W KENNEDY ST,IOTA,LA,70543,30.334348678588867,-92.4977417,50,1000,1000,,1
S,AVOYELLES HIGH SCHOOL,1413544572,CM61-BEAD-LA-152-2048,287 MAIN ST,MOREAUVILLE,LA,71355,31.035669326782227,-91.9731369,50,1000,1000,,1
L,ACADIA PARISH LIBRARY,1293144011,CM61-BEAD-LA-152-2048,1125 N PARKERSON AVE,CROWLEY,LA,70526,30.220191955566406,-92.37758636,50,1000,1000,,1
H,ACADIA PARISH HEALTH UNIT,1293144091,CM61-BEAD-LA-152-2048,530 W MILL ST,CROWLEY,LA,70526,30.205778121948242,-92.37538147,50,1000,1000,,1
S,"Central LA Technical Community College, Grant High School",1388117898,CM61-BEAD-LA-152-2048,17779 Hwy 167,Dry Prong,LA,71423,31.5554906,-92.5204067,50,1000,1000,,1
H,WILLIS-KNIGHTON SOUTH AND CENTER FOR WOMEN'S HEALTH,1413564246,CM61-BEAD-LA-152-2048,2510 BERT KOUNS INDUSTRIAL LOOP,SHREVEPORT,LA,71118,32.40351104736328,-93.79697418,50,1000,1000,,1
H,ENCOMPASS HEALTH REHABILITATION HOSPITAL OF SHREVEPORT,1413564271,CM61-BEAD-LA-152-2048,8650 MILLICENT WAY,SHREVEPORT,LA,71115,32.426170349121094,-93.71035767,50,1000,1000,,1
S,CATHOLIC HIGH SCHOOL,1293241655,CM61-BEAD-LA-152-2048,1301 DELASALLE DR,NEW IBERIA,LA,70560,29.987241744995117,-91.83547974,50,1000,1000,,1
F,ACADIAN AMBULANCE SERVICE INCORPORATED - CENTER STREET STATION,1293241662,CM61-BEAD-LA-152-2048,1808 CENTER ST,NEW IBERIA,LA,70560,29.98649787902832,-91.84039307,50,1000,1000,,1
F,NEW IBERIA FIRE DEPARTMENT STATION 1,1293241850,CM61-BEAD-LA-152-2048,224 PRAIRIE AVE,NEW IBERIA,LA,70560,29.999637603759766,-91.81266785,50,1000,1000,,1
F,ACADIAN AMBULANCE SERVICE INCORPORATED - NEW IBERIA SAINT PETER STATION,1293241880,CM61-BEAD-LA-152-2048,571 E SAINT PETER ST,NEW IBERIA,LA,70560,29.999902725219727,-91.81306458,50,1000,1000,,1
F,NEW IBERIA FIRE DEPARTMENT STATION 1,1293241954,CM61-BEAD-LA-152-2048,560 CHARLES ST,NEW IBERIA,LA,70560,30.000051498413086,-91.81240082,50,1000,1000,,1
S,CANEVIEW ELEMENTARY SCHOOL,1293242532,CM61-BEAD-LA-152-2048,5301 HIGHWAY 90 FRONTAGE RD,NEW IBERIA,LA,70560,29.945011138916016,-91.7754364,50,1000,1000,,1
F,IBERIA PARISH FIRE DISTRICT 1 STATION 100 HEADQUARTERS,1293242895,CM61-BEAD-LA-152-2048,2309 AVERY ISLAND RD,NEW IBERIA,LA,70560,29.984359741210938,-91.84671783,50,1000,1000,,1
S,SUGARLAND ELEMENTARY SCHOOL,1293243329,CM61-BEAD-LA-152-2048,2403 JEFFERSON ISLAND RD,NEW IBERIA,LA,70560,30.00116729736328,-91.88388062,50,1000,1000,,1
H,IBERIA REHABILITATION HOSPITAL,1293243540,CM61-BEAD-LA-152-2048,532 JEFFERSON TERRACE ST,NEW IBERIA,LA,70560,29.990846633911133,-91.80700684,50,1000,1000,,1
F,VIDALIA FIRE DEPARTMENT,2000002179,CM61-BEAD-LA-152-2048,604 JOHN DALE DR,VIDALIA,LA,71373,31.56194,-91.42891,50,1000,1000,,1
F,DE SOTO FIRE DISTRICT 2,2000002188,CM61-BEAD-LA-152-2048,3828 US HIGHWAY 171,KEATCHIE,LA,71046,32.20679,-93.83679,50,1000,1000,,1
F,CLAYTON POLICE DEPARTMENT,2000002192,CM61-BEAD-LA-152-2048,101 SHADY LANE,CLAYTON,LA,71326,31.72353,-91.54087,50,1000,1000,,1
F,DESOTO PARISH FIRE DISTRICT 8 STATION 3,2000002289,CM61-BEAD-LA-152-2048,707 5TH ST,GRAND CANE,LA,71032,32.08347,-93.81217,50,1000,1000,,1
S,STANLEY HIGH SCHOOL,2000002370,CM61-BEAD-LA-152-2048,14323 HIGHWAY 84,LOGANSPORT,LA,71049,31.95937,-93.91896,50,1000,1000,,1
L,CONCORDIA PARISH PUBLIC LIBRARY,2000002384,CM61-BEAD-LA-152-2048,8723 HIGHWAY 566,CLAYTON,LA,71326,31.72404,-91.54075,50,1000,1000,,1
H,TRINITY MEDICAL,2000002389,CM61-BEAD-LA-152-2048,6569 HIGHWAY 84,FERRIDAY,LA,71334,31.60792,-91.52541,50,1000,1000,,1
S,MANSFIELD HIGH SCHOOL,2000002442,CM61-BEAD-LA-152-2048,401 KINGS HIGHWAY,MANSFIELD,LA,71052,32.03006,-93.71833,50,1000,1000,,1
F,DE SOTO FIRE DISTRICT 9,2000002462,CM61-BEAD-LA-152-2048,5535 STATE HIGHWAY 175,FRIERSON,LA,71027,32.24431,-93.69274,50,1000,1000,,1
L,CONCORDIA PARISH BRANCH LIBRARY,2000002480,CM61-BEAD-LA-152-2048,408 TEXAS ST,VIDALIA,LA,71373,31.56801,-91.42847,50,1000,1000,,1
S,FERRIDAY HIGH SCHOOL,2000002497,CM61-BEAD-LA-152-2048,801 E. E. WALLACE BOULEVARD,FERRIDAY,LA,71334,31.63755,-91.55462,50,1000,1000,,1
F,FERRIDAY FIRE DEPARTMENT,2000002579,CM61-BEAD-LA-152-2048,112 TENNESSEE AVE,FERRIDAY,LA,71334,31.6338,-91.55236,50,1000,1000,,1
S,LOGANSPORT HIGH SCHOOL,2000002716,CM61-BEAD-LA-152-2048,17228 HIGHWAY 5,LOGANSPORT,LA,71049,32.00059,-93.99087,50,1000,1000,,1
F,DESOTO PARISH FIRE DISTRICT 1 STATION 1,2000002762,CM61-BEAD-LA-152-2048,300 MARSHALL RD,LOGANSPORT,LA,71049,31.97573,-94.00319,50,1000,1000,,1
S,MANSFIELD ELEMENTARY SCHOOL,2000002860,CM61-BEAD-LA-152-2048,1915 MCARTHUR DR,MANSFIELD,LA,71052,32.04574,-93.68287,50,1000,1000,,1
F,SHREVEPORT POLICE DEPARTMENT DISTRICT 1 SATELLITE STATION / DISTRICT 2 SATELLITE STATION,2000002869,CM61-BEAD-LA-152-2048,1515 AIRPORT DR,SHREVEPORT,LA,71107,32.53836,-93.75145,50,1000,1000,,1
H,CHRISTUS SCHUMPERT FIRST CARE - BOSSIER,2000002876,CM61-BEAD-LA-152-2048,2539 VIKING DR,BOSSIER CITY,LA,71111,32.55593,-93.71508,50,1000,1000,,1
F,DESOTO PARISH FIRE DISTRICT 8 STATION 5,2000002911,CM61-BEAD-LA-152-2048,391 CARMEL LOOP,MANSFIELD,LA,71052,32.08953,-93.61989,50,1000,1000,,1
S,GUY'S SHREVEPORT ACADEMY OF COSMETOLOGY INC,2000002931,CM61-BEAD-LA-152-2048,1141 SHREVEPORT BARKSDALE HIGHWAY,SHREVEPORT,LA,71105,32.48414,-93.70821,50,1000,1000,,1
F,RANCHLAND VOLUNTEER FIRE DEPARTMENT,2000002965,CM61-BEAD-LA-152-2048,551 BRANDING IRON DR,GRAND CANE,LA,71032,32.13143,-93.85526,50,1000,1000,,1
F,CONCORDIA PARISH SHERIFFS DEPARTMENT / CONCORDIA PARISH JAIL,2000003013,CM61-BEAD-LA-152-2048,4001 CARTER ST,VIDALIA,LA,71373,31.5753,-91.465,50,1000,1000,,1
F,BOSSIER CITY FIRE DEPARTMENT STATION 3,2000003033,CM61-BEAD-LA-152-2048,2710 NSIDE DR,BOSSIER,LA,71111,32.58499,-93.69276,50,1000,1000,,1
S,A.C. STEERE ELEMENTARY SCHOOL,2000003037,CM61-BEAD-LA-152-2048,4009 YOUREE DR,SHREVEPORT,LA,71105,32.46677,-93.72162,50,1000,1000,,1
L,SHREVE MEMORIAL LIBRARY,2000003050,CM61-BEAD-LA-152-2048,1625 DAVID RAINES RD,SHREVEPORT,LA,71107,32.53691,-93.82719,50,1000,1000,,1
