type,entity_name,location_id,entity_number,cms_number,frn,project_id,address_primary,city,state,zip_code,latitude,longitude,classification,technology,upload_speed_anticipated,download_speed_anticipated,low_latency
S,ASCENSION OF OUR LORD CATHOLIC SCHOOL,1073769270,,,,CM61-BEAD-LA-2260,1809 GREENWOOD DR,LA PLACE,LA,70068,30.084503173828125,-90.48143768310547,0,50,1000,1000,1
H,WOMAN'S HOSPITAL,1345598162,,,,CM61-BEAD-LA-2260,100 WOMAN'S WAY,BATON ROUGE,LA,70817,30.386260986328125,-91.03800201416016,0,50,1000,1000,1
S,LIVINGSTON COLLEGIATE ACADEMY,1353942056,,,,CM61-BEAD-LA-3975,7301 DWYER RD,NEW ORLEANS,LA,70126,30.02265167236328,-90.00252532958984,0,40,1000,1000,1
S,W. SMITH JR. ELEMENTARY SCHOOL,1039121011,,,,CM61-BEAD-LA-2247,6701 ST BERNARD HIGHWAY,VIOLET,LA,70092,29.889972686767578,-89.89618682861328,0,50,1000,1000,1
H,Ochsner Therapy and Wellness - Metairie,1355495936,,19-0036,,CM61-BEAD-LA-2260,8445 LINE AVE,SHREVEPORT,LA,71106,32.42661398,-93.74045675,0,50,1000,1000,1
S,PLAISANCE ELEMENTARY SCHOOL,1095526868,,,,CM61-BEAD-LA-2261,3264 HIGHWAY 167,OPELOUSAS,LA,70570,30.619291305541992,-92.13291931152344,0,50,1000,1000,1
F,ACADIAN AMBULANCE SERVICE INCORPORATED - RAYNE STATION,1293169816,,,,CM61-BEAD-LA-2260,1056 CHURCH POINT HIGHWAY,RAYNE,LA,70578,30.254417419433594,-92.2691421508789,0,50,1000,1000,1
S,MILDRED OSBORNE CHARTER SCHOOL,1353940105,,,21614771,CM61-BEAD-LA-3975,6701 CURRAN BLVD,NEW ORLEANS,LA,70126,30.033912658691406,-90.01547241210938,0,40,1000,1000,1
H,AVOYELLES HOSPITAL,1051835141,,,,CM61-BEAD-LA-2260,4231 HIGHWAY 1192,MARKSVILLE,LA,71351,31.143447875976562,-92.0629653930664,0,50,1000,1000,1
S,"South Louisiana Community College, Aviation Maintenance Technical Training Campus (lease)",1304331428,,,,CM61-BEAD-LA-2260,118 SHEPARD DR,LAFAYETTE,LA,70508,30.21303632,-91.99163983,0,50,1000,1000,1
H,RIVERBRIDGE SPECIALTY HOSPITAL,1287209366,,,,CM61-BEAD-LA-2260,209 FRONT ST,VIDALIA,LA,71373,31.561161041259766,-91.4261245727539,0,50,1000,1000,1
H,BUNKIE GENERAL HOSPITAL,1051822516,,,,CM61-BEAD-LA-2260,427 EVERGREEN ST,BUNKIE,LA,71322,30.9529972076416,-92.17622375488281,0,50,1000,1000,1
F,NATCHITOCHES FIRE DEPARTMENT,1118345863,,,,CM61-BEAD-LA-2260,578 SECOND ST,NATCHITOCHES,LA,71457,31.760650634765625,-93.08753967285156,0,50,1000,1000,1
F,HOUSTON RIVER VOLUNTEER FIRE DEPARTMENT,1305858994,,,,CM61-BEAD-LA-2260,789 W HOUSTON RIVER RD,SULPHUR,LA,70663,30.286169052124023,-93.38104248046875,0,50,1000,1000,1
F,PAFFORD EMERGENCY MEDICAL SERVICES - MINDEN,1144389071,,,,CM61-BEAD-LA-2260,1227 SHEPPARD ST,MINDEN,LA,71055,32.615596771240234,-93.27932739257812,0,50,1000,1000,1
H,COURSEY URGENT CARE,1388190946,,,,CM61-BEAD-LA-2260,13702 COURSEY BOULEVARD,BATON ROUGE,LA,70817,30.407690048217773,-91.0245361328125,0,50,1000,1000,1
S,RISER MIDDLE SCHOOL,1413586902,,,,CM61-BEAD-LA-2260,100 PRICE DR,WEST MONROE,LA,71292,32.48823928833008,-92.17672729492188,0,50,1000,1000,1
F,MORGANZA POLICE DEPARTMENT,1025429528,,,,CM61-BEAD-LA-2250,112 S STATE HIGHWAY 3050,MORGANZA,LA,70759,30.73699188232422,-91.59378051757812,0,50,1000,1000,1
L,BRANCH FUHRER LIBRARY,1119580031,,,,CM61-BEAD-LA-2260,1264 CANTERBURY DR,ALEXANDRIA,LA,71303,31.284936904907227,-92.47818756103516,0,50,1000,1000,1
S,South Louisiana Community College Young Memorial,1388007163,,,,CM61-BEAD-LA-2260,1019 JAMES ST,RUSTON,LA,71270,32.53826688,-92.64731662,0,50,1000,1000,1
S,CYPRESS COVE ELEMENTARY SCHOOL,1305824090,,,,CM61-BEAD-LA-2260,700 CURRIE DR,SULPHUR,LA,70665,30.19695281982422,-93.3884506225586,0,50,1000,1000,1
S,BELAIRE HIGH SCHOOL,1345744511,,,11799574,CM61-BEAD-LA-2260,12121 TAMS DR,BATON ROUGE,LA,70815,30.467771530151367,-91.04840087890625,0,50,1000,1000,1
F,MORGANZA VOLUNTEER FIRE DEPARTMENT,1025429528,,,,CM61-BEAD-LA-2250,112 STATE HIGHWAY 3050 S,MORGANZA,LA,70759,30.73699188232422,-91.59378051757812,0,50,1000,1000,1
F,POINTE COUPEE PARISH FIRE PROTECTION DISTRICT 2 MORGANZA VOLUNTEER FIRE DEPARTMENT,1025429528,,,,CM61-BEAD-LA-2250,112 S STATE HIGHWAY 3050,MORGANZA,LA,70759,30.73699188232422,-91.59378051757812,0,50,1000,1000,1
S,BAYOU BLUE UPPER ELEMENTARY SCHOOL,1293329228,,,,CM61-BEAD-LA-2260,115 MAZERAC ST,HOUMA,LA,70364,29.642139434814453,-90.68240356445312,0,50,1000,1000,1
S,VANDEBILT CATHOLIC HIGH SCHOOL,1293467867,,,20722013,CM61-BEAD-LA-2260,209 S HOLLYWOOD RD,HOUMA,LA,70360,29.602067947387695,-90.74894714355469,0,50,1000,1000,1
S,MIDWAY PROFESSIONAL DEVELOPMENT CENTER,1355418851,,,,CM61-BEAD-LA-2260,3840 GREENWOOD RD,SHREVEPORT,LA,71109,32.47246170043945,-93.80440521240234,0,50,1000,1000,1
F,BAKER FIRE DEPARTMENT MAIN STATION,1345668251,,,,CM61-BEAD-LA-2260,3701 GROOM RD,BAKER,LA,70714,30.58818244934082,-91.16118621826172,0,50,1000,1000,1
F,LIVINGSTON PARISH FIRE PROTECTION DISTRICT 4 CENTRAL STATION 1,1061978310,,,,CM61-BEAD-LA-2260,29758 S PALMETTO ST,WALKER,LA,70785,30.48506736755371,-90.8758316040039,0,50,1000,1000,1
L,COLLECTIONS MANAGEMENT,1119567699,,,,CM61-BEAD-LA-2260,411 WASHINGTON ST,ALEXANDRIA,LA,71301,31.309349060058594,-92.44415283203125,0,50,1000,1000,1
F,BATON ROUGE FIRE DEPARTMENT STATION 16,1345662285,,,,CM61-BEAD-LA-2260,1200 ROSENWALD RD,BATON ROUGE,LA,70807,30.531627655029297,-91.18090057373047,0,50,1000,1000,1
S,BATON ROUGE COMMUNITY COLLEGE,1388157426,,,,CM61-BEAD-LA-2260,201 COMMUNITY COLLEGE DR,BATON ROUGE,LA,70806,30.449071884155273,-91.13468170166016,0,50,1000,1000,1
S,TALLULAH ELEMENTARY SCHOOL,1287214512,,,,CM61-BEAD-LA-2331,1100 JOHNSON ST,TALLULAH,LA,71282,32.40069580078125,-91.1827392578125,0,50,1000,1000,1
S,"South Louisiana Community College, Acadian Campus",1293144148,,,,CM61-BEAD-LA-2260,1933 W. Hutchinson Ave.,Crowley,LA,70526,30.2046775,-92.3930341,0,50,1000,1000,1
S,RED RIVER CHARTER ACADEMY,1051830379,,,,CM61-BEAD-LA-2260,1869 SAINT JEAN ST,MANSURA,LA,71350,31.06119155883789,-92.05311584472656,0,50,1000,1000,1
F,ECHO - POLAND VOLUNTEER FIRE DEPARTMENT STATION 3,1412548671,,,,CM61-BEAD-LA-2260,1518 STATE HIGHWAY 457,LECOMPTE,LA,71346,31.161041259765625,-92.35535430908203,0,50,1000,1000,1
P,NEW ROADS VOA LIVING CENTER PRAC 811,1025424455,,,,CM61-BEAD-LA-2260,120 Hanson Rd,New Roads,LA,70760,30.6989028,-91.4768404,0,50,1000,1000,1
F,SHREVEPORT POLICE DEPARTMENT AREA 4 SATELLITE STATION / DISTRICT 6 SATELLITE STATION / DISTRICT 11 SATELLITE STATION,1355458237,,,,CM61-BEAD-LA-2260,"547 E 79TH ST, PALMER PARK",SHREVEPORT,LA,71106,32.43214797973633,-93.74723052978516,0,50,1000,1000,1
S,Bossier Parish Community College Goodwill Industries,1355491454,,,,CM61-BEAD-LA-2260,800 W 70th St,Shreveport,LA,71106,32.4431923,-93.772252,0,50,1000,1000,1
F,GRAMBLING POLICE DEPARTMENT,1091111085,,,,CM61-BEAD-LA-2260,2045 MARTIN LUTHER KING JUNIOR AVE,GRAMBLING,LA,71245,32.53001022338867,-92.71173858642578,0,50,1000,1000,1
F,D'ARBONNE AMBULANCE SERVICE,1053551312,,,,CM61-BEAD-LA-2331,601 CLARK ST,FARMERVILLE,LA,71241,32.7793083190918,-92.40385437011719,0,50,1000,1000,1
F,BEAUREGARD PARISH SHERIFFS OFFICE / BEAUREGARD PARISH JAIL,1413545594,,,,CM61-BEAD-LA-2260,412 MAYEAUX DR,DERIDDER,LA,70634,30.841270446777344,-93.2830810546875,0,50,1000,1000,1
S,IDEA BRIDGE,1345666915,,,26047183,CM61-BEAD-LA-2260,1500 N AIRWAY DR,BATON ROUGE,LA,70815,30.463478088378906,-91.09732055664062,0,50,1000,1000,1
F,MORGAN CITY FIRE DEPARTMENT STATION 4,1109268850,,,,CM61-BEAD-LA-2300,8216 STATE HIGHWAY 182 E,MORGAN CITY,LA,70380,29.692501068115234,-91.1677017211914,0,50,1000,1000,1
H,COMMUNITY CARE HOSPITAL,1353980250,,,,CM61-BEAD-LA-2247,1421 GENERAL TAYLOR ST,NEW ORLEANS,LA,70115,29.926036834716797,-90.09597778320312,0,50,1000,1000,1
F,BATON ROUGE CITY CONSTABLES OFFICE,1345607936,,,,CM61-BEAD-LA-2260,"233 SAINT LOUIS ST, ROOM B-46",BATON ROUGE,LA,70802,30.445571899414062,-91.18698120117188,0,50,1000,1000,1
S,LOUISIANA VIRTUAL CHARTER ACADEMY,1345732941,,,,CM61-BEAD-LA-2260,4962 FLORIDA BLVD,BATON ROUGE,LA,70806,30.450088500976562,-91.13945007324219,0,50,1000,1000,1
F,ACADIAN AMBULANCE SERVICE INCORPORATED - LIVINGSTON STATION,1061972338,,,,CM61-BEAD-LA-2260,20165 IOWA ST,LIVINGSTON,LA,70754,30.500181198120117,-90.75028228759766,0,50,1000,1000,1
S,"East Baton Rouge Parish School System, Rosenwald Adult Learning Center",1345713610,,,,CM61-BEAD-LA-2260,2611 DAYTON ST,BATON ROUGE,LA,70805,30.48863688,-91.16371704,0,50,1000,1000,1
L,BRANCH CAMP HUNTING CLUB,1028504207,,,,CM61-BEAD-LA-2260,187 LIBERTY DR,MERRYVILLE,LA,70653,30.841140747070312,-93.48961639404297,0,50,1000,1000,1
S,OUR LADY IMMACULATE SCHOOL,1387645572,,,,CM61-BEAD-LA-2260,600 ROBERTS AVE,JENNINGS,LA,70546,30.234718322753906,-92.65047454833984,0,50,1000,1000,1
S,MABEL BRASHER MONTESSORI,1119579691,,,,CM61-BEAD-LA-2260,601 CLOVERLEAF BOULEVARD,ALEXANDRIA,LA,71303,31.30032730102539,-92.5143814086914,0,50,1000,1000,1
F,HOUMA FIRE DEPARTMENT - AIRBASE STATION,1387639144,,,,CM61-BEAD-LA-2260,120 JAMES RD,HOUMA,LA,70363,29.568279266357422,-90.67976379394531,0,50,1000,1000,1
F,OPELOUSAS POLICE DEPARTMENT,1095506898,,,,CM61-BEAD-LA-2260,318 N COURT ST,OPELOUSAS,LA,70570,30.536657333374023,-92.08203887939453,0,50,1000,1000,1
F,LIVINGSTON FIRE DISTRICT 4 STATION 8 - CRONIN OAK,1061965957,,,,CM61-BEAD-LA-2247,36788 WEISS RD,WALKER,LA,70785,30.633007049560547,-90.8547134399414,0,50,1000,1000,1
F,SAINT BERNARD PARISH FIRE DISTRICT ENGINE 8,1039118946,,,,CM61-BEAD-LA-2247,613 BAYOU RD,SAINT BERNARD,LA,70085,29.868167877197266,-89.87503051757812,0,50,1000,1000,1
F,SAINT TAMMANY PARISH FIRE DISTRICT 11 STATION 112,1303009078,,,,CM61-BEAD-LA-2247,64279 STATE HIGHWAY 3081,PEARL RIVER,LA,70452,30.368667602539062,-89.74761962890625,0,50,1000,1000,1
H,Ochsner Acadia General Health Center,1293150998,,19-0044,,CM61-BEAD-LA-2260,1325 WRIGHT AVE,CROWLEY,LA,70526,30.22690479,-92.3651514,0,50,1000,1000,1
H,BETHESDA REHABILITATION HOSPITAL,1345643652,,,,CM61-BEAD-LA-2260,"7414 SUMRALL DR, SUITE A",BATON ROUGE,LA,70812,30.51521110534668,-91.11679077148438,0,50,1000,1000,1
S,THOMAS JEFFERSON ELEMENTARY,1310689332,,,,CM61-BEAD-LA-2260,1001 PECAN ST,MONROE,LA,71202,32.489192962646484,-92.09782409667969,0,50,1000,1000,1
L,QUACHITA PARISH PUBLIC LIBRARY SYSTEM - CPL. J.R. SEARCY MEMORIAL BRANCH,1310712677,,,,CM61-BEAD-LA-2247,5775 JONESBORO RD,WEST MONROE,LA,71292,32.41141891479492,-92.2088394165039,0,50,1000,1000,1
H,Ochsner Health Center - Slidell,1302992408,,19-0036,,CM61-BEAD-LA-3894,2750 GAUSE BLVD E,SLIDELL,LA,70461,30.29050207,-89.7253732,0,71,1000,1000,1
F,EASTBANK CONSOLIDATED FIRE DEPARTMENT STATION 18,1388396218,,,,CM61-BEAD-LA-2247,3430 N CAUSEWAY BOULEVARD,METAIRIE,LA,70002,30.01216697692871,-90.15542602539062,0,50,1000,1000,1
S,JAMES M. SINGLETON CHARTER SCHOOL,1353947857,,,,CM61-BEAD-LA-3975,2220 ORETHA CASTLE HALEY BOULEVARD,NEW ORLEANS,LA,70113,29.93632698059082,-90.0836410522461,0,40,1000,1000,1
F,ALBANY POLICE DEPARTMENT,1061956156,,,,CM61-BEAD-LA-2260,29816 S MONTPELIER AVE,ALBANY,LA,70711,30.50155258178711,-90.5821533203125,0,50,1000,1000,1
H,OMEGA HOSPITAL LLC,1357710128,,,,CM61-BEAD-LA-2247,2525 SEVERN AVE,METAIRIE,LA,70002,29.999162673950195,-90.1592025756836,0,50,1000,1000,1
H,GOLD COAST URGENT CARE AT OCHSNER,1353910995,,,,CM61-BEAD-LA-3975,2820 NAPOLEON AVE,NEW ORLEANS,LA,70115,29.938581466674805,-90.104248046875,0,40,1000,1000,1
S,LAUREATE ACADEMY CHARTER SCHOOL,1357751793,,,,CM61-BEAD-LA-2247,2115 OAKMERE DR,HARVEY,LA,70058,29.866962432861328,-90.08612060546875,0,50,1000,1000,1
F,PLAQUEMINES PARISH AMBULANCE DEPARTMENT - BELLE CHASSE STATION,1056510882,,,,CM61-BEAD-LA-2247,3712 MAIN ST,BELLE CHASSE,LA,70037,29.88812255859375,-89.97389221191406,0,50,1000,1000,1
S,FRANKLINTON JUNIOR HIGH SCHOOL,1083177509,,,11628369,CM61-BEAD-LA-2247,617 MAIN ST,FRANKLINTON,LA,70438,30.849857330322266,-90.15789794921875,0,50,1000,1000,1
S,S. J. WELSH MIDDLE SCHOOL,1305802342,,,,CM61-BEAD-LA-2260,1500 W MCNEESE,LAKE CHARLES,LA,70605,30.177072525024414,-93.24384307861328,0,50,1000,1000,1
F,SAINT TAMMANY PARISH FIRE PROTECTION DISTRICT 5 STATION 4,1303068657,,,,CM61-BEAD-LA-2247,16245 STATE HIGHWAY 40,FOLSOM,LA,70437,30.626317977905273,-90.13655853271484,0,50,1000,1000,1
F,SHREVEPORT EMERGENCY MEDICAL SERVICES STATION 19,1355554175,,,,CM61-BEAD-LA-2260,9336 ELLERBE RD,SHREVEPORT,LA,71106,32.39863204956055,-93.73381042480469,0,50,1000,1000,1
S,KIPP MORIAL,1354030798,,,,CM61-BEAD-LA-3975,7701 GRANT ST,NEW ORLEANS,LA,70126,30.018009185791016,-89.99748229980469,0,40,1000,1000,1
S,"Northwest LA Technical Community College, Morningstar Baptist Church",1355446218,,,,CM61-BEAD-LA-2260,5340 JEWELLA AVE,SHREVEPORT,LA,71109,32.46057707,-93.79808957,0,50,1000,1000,1
L,SPRINGHILL BRANCH LIBRARY INC,1144428468,,,,CM61-BEAD-LA-4047,217 N MAIN ST,SPRINGHILL,LA,71075,33.00419616699219,-93.46102142333984,0,50,1000,1000,1
L,OPELOUSAS EUNICE PUBLIC LIBRARY EUNICE BRANCH,1095499146,,,,CM61-BEAD-LA-2260,222 S 2ND ST,EUNICE,LA,70535,30.493011474609375,-92.41612243652344,0,50,1000,1000,1
F,PLAQUEMINES PARISH AMBULANCE DEPARTMENT - WOODLAWN STATION,1056512557,,,,CM61-BEAD-LA-2247,7163 STATE HIGHWAY 39,BRAITHWAITE,LA,70040,29.764646530151367,-90.01680755615234,0,50,1000,1000,1
F,NEW ORLEANS POLICE DEPARTMENT 8TH DISTRICT,1353955171,,,,CM61-BEAD-LA-3975,334 ROYAL ST,NEW ORLEANS,LA,70130,29.9553279876709,-90.06687927246094,0,40,1000,1000,1
F,JEFFERSON PARISH EASTBANK CONSOLIDATED FIRE DEPARTMENT STATION 18,1388396218,,,,CM61-BEAD-LA-2247,3430 N CAUSEWAY BOULEVARD,METAIRIE,LA,70002,30.01216697692871,-90.15542602539062,0,50,1000,1000,1
F,LOUISIANA STATE POLICE - GAMING ENFORCEMENT,1355474848,,,,CM61-BEAD-LA-2260,"3010 KNIGHT ST, ROOM 270",SHREVEPORT,LA,71105,32.480796813964844,-93.70503997802734,0,50,1000,1000,1
S,ARCHBISHOP SHAW HIGH SCHOOL,1357648418,,,,CM61-BEAD-LA-2247,1000 BARATARIA BLVD,MARRERO,LA,70072,29.889657974243164,-90.09789276123047,0,50,1000,1000,1
F,ACADIAN AMBULANCE SERVICE INCORPORATED - CLINTON STATION,1059510191,,,,CM61-BEAD-LA-2247,10390 STATE HIGHWAY 10,ETHEL,LA,70730,30.858722686767578,-91.05033874511719,0,50,1000,1000,1
S,CARENCRO HIGH SCHOOL,1304380736,,,,CM61-BEAD-LA-2260,721 W BUTCHER SWITCH RD,LAFAYETTE,LA,70507,30.286802291870117,-92.04048156738281,0,50,1000,1000,1
F,STATE OF LOUISIANA DEPARTMENT OF PUBLIC SAFETY AND CORRECTIONS REGION 2 HEADQUARTERS,1119586066,,,,CM61-BEAD-LA-2260,5903 COLISEUM BOULEVARD,ALEXANDRIA,LA,71303,31.29461097717285,-92.5104751586914,0,50,1000,1000,1
F,EASTERN LOUISIANA MENTAL HEALTH SYSTEM FIRE DEPARTMENT,1059504291,,,,CM61-BEAD-LA-2247,4502 STATE HIGHWAY 951,JACKSON,LA,70748,30.832820892333984,-91.21183776855469,0,50,1000,1000,1
S,JEFFERSON TERRACE ELEMENTARY SCHOOL,1345695123,,,,CM61-BEAD-LA-2260,9902 CAL RD,BATON ROUGE,LA,70809,30.401071548461914,-91.0722427368164,0,50,1000,1000,1
F,SAINT TAMMANY PARISH FIRE DISTRICT 7 STATION 4,1303079624,,,,CM61-BEAD-LA-2260,67835 HIGHWAY 41,PEARL RIVER,LA,70452,30.412389755249023,-89.78150939941406,0,50,1000,1000,1
P,Monroe Housing Authority,1310682963,,,,CM61-BEAD-LA-2260,300 HARRISON ST,MONROE,LA,71201.0,32.50190711,-92.11547821,0,50,1000,1000,1
S,ZACHARY ELEMENTARY SCHOOL,1345681581,,,13062096,CM61-BEAD-LA-2260,3775 HEMLOCK ST,ZACHARY,LA,70791,30.641338348388672,-91.1668701171875,0,50,1000,1000,1
S,LOUISIANA ACADEMY OF BEAUTY,1095498029,,,,CM61-BEAD-LA-2260,550 E LAUREL ST,EUNICE,LA,70535,30.4951229095459,-92.40895080566406,0,50,1000,1000,1
F,EMERGYSTAT AMBULANCE SERVICE,1083186834,,,,CM61-BEAD-LA-2247,1906 WASHINGTON ST,FRANKLINTON,LA,70438,30.846298217773438,-90.1413803100586,0,50,1000,1000,1
H,SABINE PARISH HEALTH UNIT,1035840538,,,,CM61-BEAD-LA-2260,1230 W LOUISIANA AVE,MANY,LA,71449,31.56635093688965,-93.47733306884766,0,50,1000,1000,1
H,CHRISTUS COUSHATTA HEALTH CARE CENTER - WALK IN CLINIC,1135430123,,,,CM61-BEAD-LA-3913,1633 MARVEL ST,COUSHATTA,LA,71019,32.02089309692383,-93.34376525878906,0,50,1000,1000,1
F,NEW ORLEANS FIRE DEPARTMENT ENGINE 6,1353977861,,,,CM61-BEAD-LA-3975,4500 OLD GENTILLY RD,NEW ORLEANS,LA,70126,30.002906799316406,-90.03739166259766,0,40,1000,1000,1
L,LOWERY LIBRARY,1108142914,,,,CM61-BEAD-LA-2313,460 LOWRY HIGHWAY,LAKE ARTHUR,LA,70549,30.01860809326172,-92.78263854980469,0,50,1000,1000,1
S,GRACE KING HIGH SCHOOL,1357762262,,,,CM61-BEAD-LA-2247,4301 GRACE KING PLACE,METAIRIE,LA,70002,30.013050079345703,-90.1666259765625,0,50,1000,1000,1
S,OPELOUSAS SCHOOL OF COSMETOLOGY,1095511448,,,,CM61-BEAD-LA-2260,529 E VINE ST,OPELOUSAS,LA,70570,30.531641006469727,-92.0778579711914,0,50,1000,1000,1
S,LEESVILLE HIGH SCHOOL,1287848938,,,14661540,CM61-BEAD-LA-2260,502 BERRY AVE,LEESVILLE,LA,71446,31.15052604675293,-93.25840759277344,0,50,1000,1000,1
S,LANGSTON HUGHES CHARTER ACADEMY,1353980018,,,,CM61-BEAD-LA-3975,3519 TRAFALGAR ST,NEW ORLEANS,LA,70119,29.98834228515625,-90.08101654052734,0,40,1000,1000,1
F,JONESBORO VOLUNTEER FIRE DEPARTMENT,1032748655,,,,CM61-BEAD-LA-2260,104 4TH ST,JONESBORO,LA,71251,32.2422981262207,-92.71417999267578,0,50,1000,1000,1
F,ACADIAN AMBULANCE SERVICE INCORPORATED - NEW IBERIA SAINT PETER STATION,1293241880,,,,CM61-BEAD-LA-2260,571 E SAINT PETER ST,NEW IBERIA,LA,70560,29.999902725219727,-91.81306457519531,0,50,1000,1000,1
S,KEITHVILLE ELEMENTARY/MIDDLE SCHOOL,1355555210,,,,CM61-BEAD-LA-2247,12201 MANSFIELD RD,KEITHVILLE,LA,71047,32.342899322509766,-93.82540893554688,0,50,1000,1000,1
F,JENNINGS POLICE DEPARTMENT,1063524055,,,,CM61-BEAD-LA-2260,110 N BRDWAY,JENNINGS,LA,70546,30.2213191986084,-92.65699768066406,0,50,1000,1000,1
F,CATAHOULA PARISH SHERIFFS DEPARTMENT / CATAHOULA PARISH JAIL,1136631461,,,,CM61-BEAD-LA-2331,301 BUSHLEY ST,HARRISONBURG,LA,71340,31.771656036376953,-91.82142639160156,0,50,1000,1000,1
F,BOSSIER CITY FIRE DEPARTMENT STATION 7,1387984350,,,,CM61-BEAD-LA-2260,5900 SHED RD,BOSSIER CITY,LA,71111,32.561424255371094,-93.64349365234375,0,50,1000,1000,1
S,CROWLEY HIGH SCHOOL,1293151370,,,,CM61-BEAD-LA-2260,263 HENSGENS RD,CROWLEY,LA,70526,30.258895874023438,-92.40290832519531,0,50,1000,1000,1
H,NORTHLAKE BEHAVIORAL HEALTH SYSTEM,1388236612,,,,CM61-BEAD-LA-2260,23515 HIGHWAY 190,MANDEVILLE,LA,70448,30.347877502441406,-90.01736450195312,0,50,1000,1000,1
S,NEW IBERIA SENIOR HIGH SCHOOL,1293254988,,,11957545,CM61-BEAD-LA-2260,1301 E ADMIRAL DOYLE DR,NEW IBERIA,LA,70560,30.007938385009766,-91.84578704833984,0,50,1000,1000,1
S,ABBEVILLE HIGH SCHOOL,1287637076,,,,CM61-BEAD-LA-4225,1305 WILDCAT DR,ABBEVILLE,LA,70510,29.983190536499023,-92.10539245605469,0,50,1000,1000,1
S,NUNEZ COMMUNITY COLLEGE,1039111566,,,,CM61-BEAD-LA-2260,3710 PARIS RD,CHALMETTE,LA,70043,29.9542179107666,-89.95878601074219,0,50,1000,1000,1
S,"Delgado Community College, New Orleans Adult Learning Center",1354005059,,,,CM61-BEAD-LA-3975,135 S BROAD ST,NEW ORLEANS,LA,70119,29.96498141,-90.0883455,0,40,1000,1000,1
F,SHREVEPORT EMERGENCY MEDICAL SERVICES STATION 3,1355450283,,,,CM61-BEAD-LA-2260,1421 E 70TH ST,SHREVEPORT,LA,71105,32.44310760498047,-93.72489166259766,0,50,1000,1000,1
S,DIGITAL MEDIA INSTITUTE AT INTERTECH,1355501193,,,,CM61-BEAD-LA-2260,2031 KINGS HIGHWAY,SHREVEPORT,LA,71103,32.48059844970703,-93.77159118652344,0,50,1000,1000,1
S,EPIPHANY DAY SCHOOL,1293249773,,,,CM61-BEAD-LA-2260,120 JEFFERSON ST,NEW IBERIA,LA,70560,30.008378982543945,-91.82166290283203,0,50,1000,1000,1
S,BOLTON HIGH SCHOOL,1119570090,,,,CM61-BEAD-LA-2260,2101 VANCE AVE,ALEXANDRIA,LA,71301,31.293426513671875,-92.45555877685547,0,50,1000,1000,1
H,Ochsner Health Center - Founders Building,1302984014,,19-0036,,CM61-BEAD-LA-3894,"1150 Robert Boulevard, Suite 190",Slidell,LA,70458,30.2868566,-89.7701398,0,71,1000,1000,1
S,"Fletcher Technical College, Thibodaux Facility",1293299385,,,,CM61-BEAD-LA-2260,1425 Tiger Drive,Thibodaux,LA,70301,29.7741914,-90.8408128,0,50,1000,1000,1
S,SOUTHSIDE ALTERNATIVE HIGH SCHOOL,1310652627,,,,CM61-BEAD-LA-2260,4701 S GRAND ST,MONROE,LA,71202,32.46266555786133,-92.08965301513672,0,50,1000,1000,1
S,South Louisiana Community College Evangeline Campus,1293283716,,,,CM61-BEAD-LA-2260,1052 PARISH RD,SAINT MARTINVILLE,LA,70582,30.15178119,-91.81924569,0,50,1000,1000,1
F,NUNEZ COMMUNITY COLLEGE POLICE,1039111566,,,,CM61-BEAD-LA-2260,3710 PARIS RD,CHALMETTE,LA,70043,29.9542179107666,-89.95878601074219,0,50,1000,1000,1
S,"Delgado Community College, Jefferson Campus",1357658802,,,,CM61-BEAD-LA-2247,5200 BLAIR ST,METAIRIE,LA,70001,29.97466848,-90.18927369,0,50,1000,1000,1
H,Ochsner Health Center - Mid-City,1353962440,,19-0036,,CM61-BEAD-LA-3975,"411 North Carrollton Avenue, Suite 4",New Orleans,LA,70119,29.9775578,-90.0979905,0,40,1000,1000,1
S,HAUGHTON HIGH SCHOOL,1315853135,,,,CM61-BEAD-LA-2260,210 E MCKINLEY ST,HAUGHTON,LA,71037,32.534385681152344,-93.50032806396484,0,50,1000,1000,1
F,RED RIVER PARISH SHERIFFS DEPARTMENT / RED RIVER PARISH JAIL,1373076975,,,,CM61-BEAD-LA-3913,615 E CARROLL ST,COUSHATTA,LA,71019,32.01426315307617,-93.34049224853516,0,50,1000,1000,1
S,LOUISIANA DELTA COMMUNITY COLLEGE - BASTROP CAMPUS,1068290843,,,,CM61-BEAD-LA-2260,729 KAMMELL ST,BASTROP,LA,71220,32.78144073486328,-91.93743896484375,0,50,1000,1000,1
F,JENNINGS FIRE DEPARTMENT,1063524055,,,,CM61-BEAD-LA-2260,110 N BRDWAY ST,JENNINGS,LA,70546,30.2213191986084,-92.65699768066406,0,50,1000,1000,1
F,NEW IBERIA FIRE DEPARTMENT STATION 2,1293245417,,,,CM61-BEAD-LA-2260,531 WEEKS ST,NEW IBERIA,LA,70560,30.000226974487305,-91.82182312011719,0,50,1000,1000,1
S,"South Louisiana Community College, T. H. Harris Campus",1095512394,,,,CM61-BEAD-LA-2260,392 E SOUTH ST,OPELOUSAS,LA,70570,30.53022804,-92.08007377,0,50,1000,1000,1
L,VERMILION PARISH LIBRARY,1287658673,,,,CM61-BEAD-LA-2260,815 N CUSHING AVE,KAPLAN,LA,70548,30.00499153137207,-92.28244018554688,0,50,1000,1000,1
